LeadTime,Adults,Children,PreviousCancellations,PreviousBookingsNotCanceled,DaysInWaitingList,TotalNights,HasBabies,HasMeals,HasParking,CustomerType_Transient,CustomerType_Transient-Party,DistributionChannel_Direct,DistributionChannel_TA/TO,StayType_Weekend,StayType_Mixed,DepositType_Non Refund,DepositType_Refundable,IsCanceled
32,2,0,0,0,0,1,0,1,1,True,False,True,False,False,False,False,False,0
1,2,0,0,0,0,3,0,1,1,True,False,False,True,False,False,False,False,0
113,2,0,0,0,0,2,0,1,0,True,False,False,True,False,False,False,False,1
213,1,0,0,0,0,2,0,1,0,False,True,False,True,False,True,False,False,0
103,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
128,1,0,0,0,0,7,0,1,0,False,True,False,True,False,True,False,False,0
20,2,0,0,0,0,1,0,1,0,True,False,False,True,True,False,False,False,0
19,3,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,0
157,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
175,2,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,1
78,2,2,0,0,0,2,0,1,0,True,False,True,False,False,True,False,False,1
262,3,0,0,0,0,10,0,1,0,True,False,True,False,False,True,False,False,1
1,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
88,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
110,3,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
52,2,0,0,0,0,2,0,1,1,True,False,False,True,False,False,False,False,0
113,2,0,0,0,0,7,0,1,1,True,False,False,True,False,True,False,False,0
0,2,0,0,1,0,1,0,1,1,True,False,True,False,True,False,False,False,0
15,2,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,0
32,2,0,0,0,0,5,0,1,1,True,False,True,False,False,True,False,False,0
126,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
2,2,0,0,0,0,1,0,1,0,True,False,True,False,False,False,False,False,0
63,2,0,0,0,0,7,1,1,0,True,False,True,False,False,True,False,False,0
118,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
0,2,3,0,0,0,2,0,1,0,True,False,True,False,False,True,False,False,0
172,2,0,0,0,0,8,0,1,0,True,False,False,True,False,True,False,False,0
155,3,0,0,0,0,3,0,1,0,False,True,True,False,False,False,False,False,0
138,2,1,0,0,0,2,0,1,1,True,False,False,True,False,False,False,False,0
36,2,2,0,0,0,9,0,1,0,True,False,False,True,False,True,False,False,1
59,3,0,0,0,0,4,0,1,0,True,False,False,True,False,False,False,False,0
142,2,0,0,0,0,3,0,1,1,True,False,False,True,False,True,False,False,0
124,1,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,0
3,2,0,0,0,0,1,0,1,0,False,True,False,True,False,False,False,False,0
120,2,0,0,0,0,5,0,1,0,True,False,False,True,False,False,False,False,0
36,3,0,0,0,0,3,0,1,0,True,False,False,True,False,False,False,False,0
4,2,0,0,0,0,3,0,1,0,True,False,False,True,False,True,False,False,0
197,1,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,1
0,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
203,2,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,0
0,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
66,1,0,0,0,0,4,0,1,0,True,False,False,True,False,False,False,False,1
24,2,0,0,0,0,1,0,1,0,True,False,False,True,True,False,False,False,1
142,2,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,1
2,1,0,0,0,0,1,0,1,0,True,False,False,False,False,False,False,False,0
65,2,0,0,0,0,8,0,1,0,False,True,False,True,False,True,False,False,0
174,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
6,2,0,0,0,0,8,0,1,1,True,False,False,True,False,True,False,False,0
188,2,2,0,0,0,6,0,1,0,True,False,True,False,False,True,False,False,1
9,2,0,0,0,0,2,0,1,1,True,False,False,True,True,False,False,False,0
6,2,0,0,0,0,7,0,1,1,True,False,False,True,False,True,False,False,0
0,1,0,0,0,0,1,0,1,0,True,False,True,False,False,False,False,False,0
51,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
56,2,0,0,0,0,8,0,1,0,True,False,False,True,False,True,False,False,0
17,2,0,0,0,0,3,0,1,1,True,False,False,True,False,True,False,False,0
141,2,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,1
16,2,0,0,0,0,2,0,1,0,True,False,False,True,False,True,False,False,0
127,2,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,1
158,2,0,0,0,0,7,0,1,0,False,True,False,True,False,True,False,False,0
68,2,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,1
173,1,0,0,0,0,10,0,1,0,False,False,False,True,False,True,False,False,0
146,2,0,0,0,0,7,0,1,0,True,False,True,False,False,True,False,False,0
19,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
143,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,1
152,2,2,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
7,2,0,0,0,0,4,0,1,1,False,True,False,False,False,True,False,False,0
123,2,0,0,0,0,5,0,1,1,False,True,False,False,False,True,False,False,0
13,2,0,0,0,0,4,0,1,1,True,False,True,False,False,True,False,False,0
6,2,0,0,0,0,3,0,1,0,False,True,False,True,False,False,False,False,0
238,1,0,0,0,0,3,0,1,0,True,False,False,True,False,False,True,False,1
124,2,2,0,0,0,3,0,1,0,True,False,False,True,False,False,False,False,0
53,2,2,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,0
65,2,0,0,0,0,6,0,1,0,False,True,True,False,False,True,False,False,0
1,2,0,0,0,0,3,0,1,0,True,False,False,True,False,True,False,False,0
3,2,0,0,0,0,1,1,1,1,True,False,False,True,False,False,False,False,0
220,2,0,0,0,0,7,1,1,0,True,False,False,True,False,True,False,False,0
1,1,0,0,0,0,1,0,1,0,True,False,False,False,False,False,False,False,0
37,2,0,0,0,0,3,0,1,1,True,False,True,False,False,False,False,False,0
1,2,0,0,0,0,1,0,1,1,True,False,False,True,False,False,False,False,0
0,2,2,0,0,0,3,0,1,1,True,False,False,True,False,False,False,False,0
25,2,0,0,0,0,7,0,1,1,True,False,False,True,False,True,False,False,0
2,2,0,0,0,0,3,1,1,0,True,False,True,False,False,True,False,False,0
195,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
196,2,0,1,0,0,3,0,1,0,True,False,False,True,False,False,False,False,1
0,2,0,0,0,0,3,0,1,0,True,False,True,False,False,True,False,False,0
205,2,0,0,0,0,7,0,1,1,True,False,False,True,False,True,False,False,0
13,2,1,0,0,0,4,0,1,1,True,False,False,True,False,True,False,False,0
66,2,0,0,0,0,4,0,1,0,True,False,True,False,False,True,False,False,0
241,2,0,0,0,0,6,0,1,0,True,False,False,False,False,True,False,False,0
13,3,0,0,0,0,7,0,1,1,True,False,True,False,False,True,False,False,0
0,2,0,0,0,0,1,0,1,0,True,False,True,False,False,False,False,False,0
246,2,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,1
17,2,0,0,0,0,8,0,1,0,True,False,False,True,False,True,False,False,1
92,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
124,2,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,0
13,2,0,0,0,0,3,0,1,0,True,False,False,True,False,True,False,False,0
1,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
98,2,0,0,0,0,1,0,1,0,True,False,False,True,True,False,False,False,1
286,2,0,0,0,0,5,0,1,0,False,True,False,False,False,True,False,False,0
34,2,0,0,0,0,10,0,1,0,True,False,False,True,False,True,False,False,0
248,2,0,0,0,0,14,0,1,0,False,False,False,True,False,True,False,False,1
3,1,0,0,0,0,2,0,1,0,True,False,False,False,False,False,False,False,0
220,2,0,1,0,0,3,0,1,0,True,False,True,False,False,True,False,False,1
177,2,0,0,0,0,14,0,1,0,True,False,False,True,False,True,False,False,0
55,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
83,1,0,0,0,0,3,0,1,0,False,True,False,False,False,True,False,False,0
4,2,0,0,0,0,1,0,1,1,True,False,True,False,True,False,False,False,0
53,2,2,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
41,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,1
7,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
28,2,0,0,0,0,2,0,1,0,True,False,False,True,False,False,False,False,0
17,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
47,2,2,0,0,0,2,0,1,0,True,False,True,False,False,False,False,False,0
82,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
1,1,0,0,0,0,9,0,1,1,True,False,False,True,False,True,False,False,0
0,2,0,0,0,0,6,0,1,0,True,False,True,False,False,True,False,False,0
16,1,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
82,1,0,0,0,0,2,0,1,0,True,False,False,True,False,True,False,False,0
25,2,0,0,0,0,2,0,1,0,True,False,False,True,False,False,False,False,0
1,1,0,0,0,0,1,0,1,0,True,False,True,False,False,False,False,False,0
165,1,0,0,0,0,10,0,1,0,False,False,False,True,False,True,False,False,0
250,2,0,0,0,0,10,0,1,0,True,False,False,True,False,True,False,False,1
73,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
65,2,0,0,0,0,9,0,1,1,True,False,False,True,False,True,False,False,0
60,1,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,0
37,2,0,0,0,0,5,0,1,0,True,False,True,False,False,True,False,False,0
0,1,0,0,6,0,2,0,1,0,True,False,False,False,False,True,False,False,0
44,2,0,0,0,0,2,0,1,0,True,False,False,True,False,False,False,False,0
67,2,0,0,0,0,8,0,1,0,True,False,False,True,False,True,False,False,0
3,1,0,0,5,0,1,0,1,0,True,False,False,False,False,False,False,False,0
152,2,0,0,6,0,2,0,1,1,True,False,False,True,False,False,False,False,0
54,2,0,0,0,0,8,0,1,0,False,True,True,False,False,True,False,False,0
31,1,0,1,13,0,1,0,1,0,True,False,False,False,False,False,False,False,1
142,2,0,0,0,0,15,0,1,0,True,False,False,True,False,True,False,False,0
197,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,1
23,2,1,0,0,0,5,0,1,0,False,True,False,True,False,True,False,False,1
20,2,0,0,0,0,2,0,1,1,True,False,False,True,False,True,False,False,0
316,2,0,0,0,0,21,0,1,0,True,False,False,True,False,True,False,False,1
79,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
81,2,0,0,0,0,4,0,1,0,True,False,False,True,False,False,False,False,0
1,2,1,0,0,0,2,0,1,1,True,False,False,True,False,False,False,False,0
3,2,0,0,0,0,11,0,1,0,True,False,True,False,False,True,False,False,0
215,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,1
95,2,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,0
322,2,0,0,0,0,56,0,1,0,True,False,False,True,False,True,False,False,1
82,1,0,0,0,0,2,0,1,1,True,False,False,True,False,True,False,False,0
148,2,1,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
161,1,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
0,2,0,0,0,0,1,0,1,0,True,False,False,True,True,False,False,False,1
36,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
17,2,0,0,0,0,3,0,1,1,True,False,False,True,False,False,False,False,0
310,2,0,0,0,0,14,0,1,0,True,False,False,True,False,True,False,False,0
0,1,0,0,0,0,1,0,1,1,False,True,False,True,False,False,False,False,0
288,2,0,0,0,14,9,1,0,0,True,False,False,True,False,True,False,False,0
50,2,0,0,0,0,8,0,1,1,True,False,False,True,False,True,False,False,0
89,2,0,0,0,0,10,0,1,1,True,False,True,False,False,True,False,False,0
290,2,0,0,0,14,7,0,0,0,False,True,False,True,False,True,False,False,0
100,2,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,0
40,1,0,0,0,0,2,0,0,0,False,True,True,False,False,True,False,False,0
89,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,1
9,2,0,0,0,0,7,1,1,0,True,False,False,True,False,True,False,False,0
164,2,0,0,0,0,8,0,0,0,False,True,False,True,False,True,False,False,0
6,1,0,0,1,0,2,0,1,0,True,False,False,False,False,False,False,False,0
139,3,0,0,0,0,3,0,1,1,True,False,True,False,False,False,False,False,0
107,2,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,0
72,2,0,0,0,0,8,0,1,1,True,False,False,True,False,True,False,False,0
103,2,0,0,0,0,11,0,1,1,True,False,False,True,False,True,False,False,0
2,3,1,0,0,0,1,0,1,1,True,False,False,True,False,False,False,False,0
16,2,0,0,0,0,2,0,1,0,False,True,False,False,False,False,False,False,0
159,3,1,0,0,0,2,0,1,0,True,False,False,True,False,False,False,False,1
17,2,0,0,0,0,3,0,1,0,True,False,False,True,False,True,False,False,0
62,1,0,0,0,0,3,0,0,0,True,False,True,False,False,True,False,False,1
313,1,0,0,0,0,7,0,1,1,True,False,True,False,False,True,False,False,0
123,2,0,0,0,0,4,0,1,0,True,False,False,True,False,False,False,False,1
72,2,0,0,0,0,2,0,1,0,True,False,False,True,False,True,False,False,1
337,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
43,2,0,0,0,0,4,0,1,0,True,False,False,False,False,False,False,False,1
113,2,0,0,0,0,7,0,1,0,True,False,True,False,False,True,False,False,0
154,2,0,0,0,0,2,0,1,0,True,False,False,True,True,False,False,False,1
176,3,0,0,0,0,4,0,1,0,True,False,True,False,False,False,False,False,0
0,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
18,1,0,0,0,0,1,0,1,0,True,False,False,False,True,False,False,False,0
24,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
312,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,1
136,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
4,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
0,2,0,0,0,0,0,0,1,0,True,False,False,False,False,True,False,False,0
145,1,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,1
73,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
407,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
17,2,0,0,0,0,1,0,1,1,True,False,False,True,False,False,False,False,0
4,2,0,0,0,0,2,0,1,0,True,False,False,True,False,True,False,False,0
112,2,2,0,0,0,0,0,1,0,True,False,False,True,False,True,False,False,0
0,2,0,0,1,0,1,0,1,0,True,False,True,False,False,False,False,False,0
161,1,0,0,0,0,2,0,1,0,True,False,False,True,False,True,False,False,1
0,2,1,0,0,0,1,0,1,1,True,False,True,False,False,False,False,False,0
272,1,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
30,1,0,0,0,0,2,0,1,0,False,True,True,False,False,False,False,False,0
285,1,0,0,0,0,10,0,1,0,True,False,False,True,False,True,False,False,1
1,2,0,0,0,0,4,0,1,0,False,True,False,True,False,True,False,False,0
47,2,0,0,0,0,3,0,1,0,True,False,False,True,False,True,False,False,0
23,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,1
1,2,0,0,0,0,1,0,1,1,True,False,False,True,False,False,False,False,0
12,2,0,0,0,0,1,0,1,0,True,False,True,False,False,False,False,False,0
114,2,0,0,0,0,14,0,1,0,False,False,False,True,False,True,False,False,0
151,2,0,0,0,0,5,0,1,0,False,True,False,True,False,False,False,False,0
0,2,0,0,0,0,4,0,1,1,True,False,True,False,False,True,False,False,0
293,2,0,0,0,0,7,0,1,0,False,True,False,True,False,True,False,False,0
0,2,0,0,0,0,1,0,1,1,True,False,True,False,True,False,False,False,0
10,2,1,0,0,0,3,0,1,0,False,True,False,True,False,False,False,False,0
278,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,0
0,2,0,0,0,0,2,0,1,1,True,False,True,False,False,False,False,False,0
0,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
198,2,0,0,0,0,7,0,1,0,False,True,False,True,False,True,False,False,1
73,2,0,0,0,0,7,0,1,0,True,False,False,True,False,True,False,False,1
17,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
85,2,1,0,0,0,4,0,1,1,False,True,False,True,False,True,False,False,0
0,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,0
29,2,0,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,0
34,2,0,0,0,0,6,0,1,1,True,False,True,False,False,True,False,False,0
122,2,0,0,0,0,4,0,1,1,True,False,False,True,False,True,False,False,0
249,2,0,0,0,0,10,0,1,0,True,False,False,True,False,True,False,False,1
79,2,0,0,0,0,14,0,1,0,False,False,False,True,False,True,False,False,0
107,1,0,0,0,0,2,0,0,0,False,True,False,True,False,False,False,False,0
6,1,0,0,1,0,2,0,1,0,False,True,False,False,False,True,False,False,0
6,3,0,0,0,0,1,0,1,0,True,False,True,False,False,False,False,False,0
10,2,0,0,0,0,4,1,1,0,True,False,False,True,False,False,False,False,0
191,2,2,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,1
0,1,0,0,2,0,1,0,1,0,True,False,False,False,False,False,False,False,0
15,2,0,0,0,0,3,0,1,0,False,False,False,True,False,True,False,False,0
0,1,0,0,2,0,2,0,1,0,True,False,True,False,False,False,False,False,0
26,2,0,0,0,0,4,0,1,0,True,False,True,False,False,True,False,False,1
22,2,0,0,0,0,2,0,1,0,True,False,False,True,False,True,False,False,0
54,2,0,0,0,0,2,0,1,0,True,False,False,True,False,False,False,False,1
326,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
17,2,0,0,0,0,1,0,1,0,True,False,False,True,False,False,False,False,1
183,2,0,0,0,0,1,0,1,0,False,True,False,True,False,False,False,False,0
1,2,0,0,0,0,1,0,1,1,True,False,False,True,False,False,False,False,0
0,2,0,0,0,0,2,0,1,1,True,False,True,False,False,False,False,False,0
163,2,0,0,0,0,14,0,1,0,False,False,False,True,False,True,False,False,0
4,2,0,0,0,0,1,0,1,1,True,False,False,True,False,False,False,False,0
306,2,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,1
34,1,0,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,0
86,2,2,0,0,0,5,0,1,0,True,False,False,True,False,True,False,False,0
37,1,0,0,0,0,7,0,1,0,False,True,False,False,False,True,False,False,0
152,2,0,0,0,0,4,0,1,0,False,True,True,False,False,False,False,False,0
102,2,0,0,0,0,2,0,1,0,True,False,False,True,False,True,False,False,1
29,2,0,0,0,0,3,0,1,0,True,False,False,True,False,True,False,False,1
287,2,0,0,0,0,3,0,1,0,False,True,False,False,False,False,False,False,0
2,2,0,0,3,0,1,0,1,1,True,False,True,False,False,False,False,False,0
149,2,2,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,1
289,2,0,0,0,0,3,0,1,0,False,True,False,True,False,True,False,False,0
124,2,0,0,0,0,4,0,1,1,False,True,False,False,False,True,False,False,0
0,2,0,0,0,0,1,0,1,0,True,False,False,True,True,False,False,False,0
72,1,0,0,0,0,7,0,1,0,False,True,False,True,False,True,False,False,0
1,1,0,0,0,0,1,0,1,0,False,True,False,True,False,False,False,False,0
218,3,0,1,0,0,7,0,1,0,True,False,False,True,False,True,False,False,1
198,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
113,2,0,0,0,0,5,0,1,0,True,False,True,False,False,True,False,False,0
330,2,0,0,0,0,9,0,1,0,True,False,False,True,False,True,False,False,0
6,2,0,0,0,0,3,0,1,0,True,False,False,True,False,True,False,False,0
81,2,0,0,0,0,4,0,1,1,True,False,False,True,False,False,False,False,0
0,2,0,0,2,0,0,0,1,0,True,False,False,True,False,True,False,False,0
78,1,2,0,0,0,6,0,1,0,True,False,False,True,False,True,False,False,1
123,2,0,0,0,0,2,0,1,0,False,True,True,False,False,True,False,False,0
0,1,0,0,1,0,1,0,1,0,True,False,True,False,False,False,False,False,0
234,2,0,0,0,0,7,0,1,0,False,False,False,True,False,True,False,False,0
12,2,0,0,0,0,2,0,1,1,True,False,True,False,False,False,False,False,0
36,2,0,0,0,0,4,0,1,0,True,False,False,True,False,True,False,False,0
6,2,0,0,0,0,2,0,1,1,True,False,False,True,False,True,False,False,0
7,1,0,0,0,0,0,0,1,0,True,False,False,True,False,True,False,False,1
133,2,0,0,0,0,7,0,1,0,False,True,False,True,False,True,False,False,0
165,0,0,0,0,122,5,0,1,0,False,True,False,True,False,True,False,False,0
